"name","reward","parent"
1,45,
2,49,1
6,58,2
22,75,6
23,64,6
24,53,6
25,49,6
7,56,2
26,58,7
27,53,7
28,58,7
29,73,7
8,43,2
30,42,8
31,33,8
32,30,8
33,41,8
9,56,2
34,66,9
35,65,9
36,55,9
37,60,9
3,45,1
10,34,3
38,23,10
39,27,10
40,38,10
41,39,10
11,38,3
42,27,11
43,37,11
44,34,11
45,35,11
12,55,3
46,60,12
47,55,12
48,60,12
49,71,12
13,49,3
50,51,13
51,52,13
52,54,13
53,40,13
4,48,1
14,44,4
54,32,14
55,40,14
56,48,14
57,50,14
15,48,4
58,34,15
59,37,15
60,50,15
61,60,15
16,59,4
62,65,16
63,60,16
64,68,16
65,63,16
17,51,4
66,41,17
67,46,17
68,55,17
69,57,17
5,49,1
18,64,5
70,58,18
71,71,18
72,75,18
73,67,18
19,44,5
74,44,19
75,37,19
76,32,19
77,34,19
20,45,5
78,47,20
79,45,20
80,39,20
81,50,20
21,44,5
82,47,21
83,41,21
84,42,21
85,52,21
