"name","reward","parent"
1,47,
2,53,1
6,59,2
22,50,6
23,59,6
24,68,6
25,67,6
7,57,2
26,53,7
27,63,7
28,62,7
29,62,7
8,52,2
30,48,8
31,47,8
32,43,8
33,57,8
9,58,2
34,73,9
35,59,9
36,52,9
37,53,9
3,46,1
10,56,3
38,55,10
39,66,10
40,65,10
41,59,10
11,46,3
42,43,11
43,48,11
44,43,11
45,40,11
12,47,3
46,45,12
47,51,12
48,56,12
49,53,12
13,33,3
50,29,13
51,29,13
52,24,13
53,32,13
4,47,1
14,43,4
54,40,14
55,43,14
56,44,14
57,42,14
15,43,4
58,49,15
59,46,15
60,40,15
61,32,15
16,53,4
62,52,16
63,49,16
64,59,16
65,60,16
17,57,4
66,61,17
67,54,17
68,52,17
69,61,17
5,43,1
18,45,5
70,36,18
71,34,18
72,47,18
73,60,18
19,54,5
74,61,19
75,69,19
76,65,19
77,60,19
20,39,5
78,41,20
79,39,20
80,40,20
81,32,20
21,34,5
82,34,21
83,35,21
84,36,21
85,26,21
