"name","reward","parent"
1,49,
2,50,1
6,52,2
22,56,6
23,52,6
24,51,6
25,50,6
7,51,2
26,55,7
27,52,7
28,49,7
29,46,7
8,51,2
30,54,8
31,52,8
32,50,8
33,49,8
9,52,2
34,53,9
35,53,9
36,53,9
37,54,9
3,49,1
10,47,3
38,53,10
39,47,10
40,43,10
41,42,10
11,50,3
42,58,11
43,54,11
44,50,11
45,47,11
12,47,3
46,41,12
47,44,12
48,46,12
49,48,12
13,51,3
50,57,13
51,54,13
52,50,13
53,48,13
4,47,1
14,46,4
54,45,14
55,46,14
56,46,14
57,45,14
15,46,4
58,44,15
59,45,15
60,47,15
61,49,15
16,43,4
62,44,16
63,42,16
64,40,16
65,38,16
17,45,4
66,47,17
67,46,17
68,44,17
69,42,17
5,51,1
18,55,5
70,58,18
71,56,18
72,56,18
73,59,18
19,51,5
74,59,19
75,52,19
76,46,19
77,42,19
20,51,5
78,46,20
79,49,20
80,52,20
81,53,20
21,53,5
82,58,21
83,56,21
84,51,21
85,47,21
