"name","reward","parent"
1,50,
2,47,1
6,55,2
22,52,6
23,56,6
24,60,6
25,61,6
7,49,2
26,53,7
27,53,7
28,51,7
29,48,7
8,33,2
30,26,8
31,23,8
32,22,8
33,23,8
9,46,2
34,47,9
35,49,9
36,50,9
37,51,9
3,49,1
10,49,3
38,48,10
39,50,10
40,50,10
41,50,10
11,46,3
42,43,11
43,43,11
44,44,11
45,45,11
12,50,3
46,51,12
47,52,12
48,54,12
49,55,12
13,44,3
50,37,13
51,42,13
52,44,13
53,44,13
4,51,1
14,58,4
54,63,14
55,60,14
56,59,14
57,61,14
15,51,4
58,51,15
59,50,15
60,48,15
61,46,15
16,54,4
62,56,16
63,58,16
64,60,16
65,58,16
17,44,4
66,41,17
67,40,17
68,39,17
69,41,17
5,53,1
18,54,5
70,53,18
71,53,18
72,54,18
73,54,18
19,56,5
74,59,19
75,59,19
76,58,19
77,58,19
20,53,5
78,51,20
79,53,20
80,53,20
81,50,20
21,52,5
82,47,21
83,49,21
84,54,21
85,57,21
