"name","reward","parent"
1,24,
2,33,1
6,39,2
22,46,6
23,39,6
24,34,6
25,43,6
7,42,2
26,49,7
27,47,7
28,48,7
29,50,7
8,31,2
30,25,8
31,28,8
32,27,8
33,28,8
9,51,2
34,52,9
35,62,9
36,59,9
37,72,9
3,36,1
10,46,3
38,50,10
39,43,10
40,48,10
41,58,10
11,50,3
42,61,11
43,55,11
44,58,11
45,43,11
12,47,3
46,45,12
47,51,12
48,53,12
49,60,12
13,34,3
50,34,13
51,35,13
52,32,13
53,24,13
4,39,1
14,39,4
54,24,14
55,38,14
56,48,14
57,46,14
15,49,4
58,41,15
59,46,15
60,53,15
61,64,15
16,54,4
62,65,16
63,56,16
64,51,16
65,61,16
17,51,4
66,51,17
67,52,17
68,51,17
69,50,17
5,34,1
18,42,5
70,50,18
71,49,18
72,43,18
73,44,18
19,34,5
74,35,19
75,32,19
76,28,19
77,35,19
20,34,5
78,28,20
79,39,20
80,39,20
81,23,20
21,39,5
82,41,21
83,46,21
84,37,21
85,32,21
