"name","reward","parent"
1,55,
2,54,1
6,47,2
22,50,6
23,48,6
24,44,6
25,39,6
7,46,2
26,40,7
27,40,7
28,41,7
29,43,7
8,58,2
30,61,8
31,61,8
32,60,8
33,59,8
9,62,2
34,58,9
35,62,9
36,66,9
37,69,9
3,54,1
10,52,3
38,51,10
39,52,10
40,51,10
41,49,10
11,55,3
42,56,11
43,56,11
44,56,11
45,55,11
12,55,3
46,52,12
47,53,12
48,58,12
49,62,12
13,51,3
50,45,13
51,46,13
52,50,13
53,53,13
4,51,1
14,52,4
54,46,14
55,50,14
56,56,14
57,59,14
15,49,4
58,50,15
59,48,15
60,47,15
61,48,15
16,47,4
62,43,16
63,47,16
64,48,16
65,48,16
17,45,4
66,37,17
67,39,17
68,44,17
69,51,17
5,49,1
18,45,5
70,48,18
71,46,18
72,42,18
73,38,18
19,48,5
74,51,19
75,51,19
76,49,19
77,48,19
20,43,5
78,37,20
79,40,20
80,41,20
81,40,20
21,45,5
82,40,21
83,43,21
84,46,21
85,47,21
