"name","reward","parent"
1,51,
2,51,1
6,50,2
22,51,6
23,50,6
24,48,6
25,45,6
7,53,2
26,60,7
27,57,7
28,53,7
29,52,7
8,48,2
30,52,8
31,49,8
32,44,8
33,40,8
9,50,2
34,44,9
35,47,9
36,53,9
37,57,9
3,53,1
10,47,3
38,42,10
39,44,10
40,46,10
41,47,10
11,54,3
42,52,11
43,54,11
44,55,11
45,58,11
12,57,3
46,58,12
47,58,12
48,57,12
49,58,12
13,58,3
50,57,13
51,57,13
52,60,13
53,62,13
4,52,1
14,57,4
54,64,14
55,61,14
56,57,14
57,55,14
15,49,4
58,53,15
59,49,15
60,43,15
61,40,15
16,49,4
62,47,16
63,47,16
64,45,16
65,44,16
17,57,4
66,53,17
67,57,17
68,63,17
69,66,17
5,47,1
18,45,5
70,45,18
71,46,18
72,47,18
73,49,18
19,36,5
74,31,19
75,30,19
76,29,19
77,31,19
20,45,5
78,51,20
79,48,20
80,44,20
81,40,20
21,50,5
82,55,21
83,53,21
84,50,21
85,47,21
