"name","reward","parent"
1,48,
2,48,1
6,59,2
22,65,6
23,65,6
24,64,6
25,63,6
7,49,2
26,50,7
27,49,7
28,48,7
29,48,7
8,40,2
30,34,8
31,36,8
32,38,8
33,38,8
9,43,2
34,38,9
35,41,9
36,43,9
37,45,9
3,51,1
10,47,3
38,37,10
39,42,10
40,49,10
41,54,10
11,49,3
42,39,11
43,45,11
44,52,11
45,56,11
12,55,3
46,56,12
47,56,12
48,56,12
49,57,12
13,63,3
50,70,13
51,68,13
52,66,13
53,63,13
4,47,1
14,43,4
54,43,14
55,41,14
56,40,14
57,38,14
15,49,4
58,54,15
59,52,15
60,49,15
61,44,15
16,51,4
62,55,16
63,54,16
64,54,16
65,54,16
17,46,4
66,42,17
67,45,17
68,47,17
69,46,17
5,45,1
18,38,5
70,32,18
71,32,18
72,34,18
73,35,18
19,49,5
74,44,19
75,49,19
76,55,19
77,59,19
20,50,5
78,48,20
79,51,20
80,56,20
81,60,20
21,39,5
82,31,21
83,36,21
84,38,21
85,37,21
