"name","reward","parent"
1,58,
2,51,1
6,55,2
22,56,6
23,59,6
24,61,6
25,60,6
7,45,2
26,47,7
27,49,7
28,39,7
29,30,7
8,51,2
30,59,8
31,52,8
32,55,8
33,53,8
9,48,2
34,43,9
35,52,9
36,51,9
37,42,9
3,53,1
10,53,3
38,48,10
39,51,10
40,57,10
41,54,10
11,57,3
42,58,11
43,70,11
44,63,11
45,60,11
12,40,3
46,16,12
47,24,12
48,40,12
49,39,12
13,57,3
50,70,13
51,61,13
52,63,13
53,51,13
4,48,1
14,35,4
54,25,14
55,37,14
56,36,14
57,31,14
15,45,4
58,58,15
59,61,15
60,45,15
61,30,15
16,40,4
62,24,16
63,38,16
64,40,16
65,44,16
17,44,4
66,38,17
67,37,17
68,47,17
69,51,17
5,58,1
18,67,5
70,60,18
71,72,18
72,75,18
73,76,18
19,47,5
74,25,19
75,34,19
76,43,19
77,46,19
20,57,5
78,62,20
79,60,20
80,57,20
81,59,20
21,52,5
82,54,21
83,49,21
84,50,21
85,46,21
