"subjID","A","alpha","beta","gamma","tau","nLL"
1,0,0,0.00673794699908648,1,9.36913138813844,230.836141968649
10,0,0,1.03292874400795,1,11.9870774088792,232.401966198233
100,1,1,11.0067586339379,1,52.1123872346511,265.24206435029
101,1,1,0.00673794837331609,1,54.5981500328674,286.394130308991
102,1,1,0.00673794699908645,1,11.2838902715696,252.966871540341
103,1,1,0.0819907677904051,1,2.41720587963149,123.530519525926
105,1,1,0.0189313636751322,1,6.00337928336512,191.1470182441
106,1,1,0.782653656171407,1,5.04012216286283,179.0730467187
107,1,1,0.124189594636177,1,15.9802483638821,257.99617341111
11,0,0,0.0182200021157337,1,6.84229707407641,201.831082890174
12,0,0,0.156256085444617,1,12.5008968180549,256.208946419512
13,0,0,0.00673794699909041,1,8.05997262701209,226.92060818166
14,0,0,0.223457857672789,1,8.49557317479226,242.683623177612
15,0,0,0.197144426674708,1,5.54446051305762,186.480977158207
16,0,0,0.273682115878869,1,6.37635871257175,189.468363402829
17,0,0,0.00673794699908698,1,6.78061204602238,188.761318577641
18,0,0,0.238056760291666,1,10.6569795546035,247.805447996528
19,0,0,0.132516553581794,1,5.68932319201637,193.864653629319
2,0,0,0.338306127584828,1,8.14103943580216,230.429939858466
20,0,0,0.0793411762700886,1,6.34943353540167,181.860920387696
21,0,0,0.00673794699911461,1,7.04343645537466,206.83003995207
22,0,0,0.207792383120454,1,9.07521994993734,246.373184068071
23,0,0,0.0304749606503441,1,7.88249311051669,188.473166184947
24,0,0,0.00673794699908645,1,6.58003818039344,210.438018873887
26,0,0,0.00673794699908727,1,10.2864475283995,242.487441805851
27,0,0,0.461140958268918,1,9.6355511198618,231.450783784043
28,0,0,0.0272409212260242,1,8.31692067679697,226.775750157133
3,0,0,0.0067379469990863,1,17.9291793428697,268.299693975749
30,0,0,0.00673794699909051,1,7.07937944294271,195.766571499351
32,0,0,0.249348633617969,1,6.09764164177052,217.983700705782
34,0,0,0.00673794699908895,1,2.89116109724426,120.716254964808
35,0,0,0.110407799540936,1,4.75044859600602,185.918154167029
36,0,0,1.65126471004669,1,14.0625288919496,231.930987617549
37,0,0,0.0912619813017125,1,6.82695068537224,197.623689384004
38,0,0,0.280377488858827,1,8.56611633690734,228.091582223933
39,0,0,0.281021409270011,1,5.34155330765453,176.65834564947
4,0,0,0.00673794699908706,1,6.063783896012,186.697321086043
40,0,0,0.94039775956186,1,18.7943138946964,267.721210658358
