"subjID","A","alpha","beta","gamma","tau","nLL"
1,0,0.185522226812344,0.0363359242984811,1.1686942653641,12.7472006412464,236.098652340322
10,0,0.0850477291408084,1.2259850866603,1.08409268465793,10.9699692647109,220.001797204279
100,1,0.340711977683677,6.64912558812194,1.35691377281972,37.8672669849509,238.149063203377
101,1,6.12582563880881,2.32537258700769,0.0498097457098714,8.67027008118627,283.725587450993
102,1,0.616489427789549,0.00673816348060985,0.564887405557389,6.41382636383239,248.376847730437
103,1,0.32823148142174,0.108742196318635,1.19826221797163,3.02161038271625,93.8599947174912
105,1,0.365401204851,0.26173554133767,1.36679846958423,6.85208213561487,155.798254075328
106,1,0.169306218340619,0.354645855994189,1.05114499749811,4.73181571161608,169.84450375605
107,1,0.00674451218392993,0.289448687413335,1.28626262986142,10.5976996694675,230.056560030158
11,0,0.0906712677763521,0.00673794814836683,0.897746855693062,5.51228476712153,206.088125238375
12,0,0.00675867194952256,0.387182104424906,2.05076224524156,22.8159646380445,229.269199027131
13,0,0.131469633883509,0.16333918898399,1.13312588598115,8.32623651633811,204.354083612223
14,0,0.0853821703745252,0.265041668411168,0.782240802055608,6.82076253291786,230.792707034865
15,0,0.0114605866407833,0.162505573286792,0.910928857473222,5.18146002264025,187.165044802037
16,0,0.0359661172449097,0.312709094449678,0.947490275549957,5.71803247099598,188.798236185655
17,0,0.0343392465178819,0.0943823266214802,1.07108676502038,5.81632985308247,138.860724637852
18,0,0.00673813325130728,0.314792811912122,1.21976446190558,9.30438051271092,214.74249729569
19,0,0.0848587727941489,0.063858737215146,1.32547542648868,9.21131738629895,214.090452852273
2,0,0.36309358276553,1.10832180971794,0.478307297155347,4.8070070768177,217.365789637745
20,0,0.194888758190021,0.135050466977907,1.0945023176646,6.36328689285603,176.378248038387
21,0,0.0161180411849442,0.00673797452416003,1.08085861403306,7.41903285140018,193.296799298651
22,0,0.174374329999252,0.337588964764046,1.07176201174625,10.24136389259,248.994603581957
23,0,0.127530940773785,0.309658526107333,1.25820980907212,8.48507597467694,174.752248055324
24,0,0.00674042157618753,0.110804221627958,1.21288346107337,6.4318089262626,173.305079517467
25,0,0.214251842503686,0.968913995614081,0.3500360850936,3.30165703824574,179.529474037468
26,0,0.0665958719534315,0.0555072132672824,0.789241969240676,7.07114646409581,233.384398464695
27,0,0.134211461995267,0.652887856800632,0.91715681776318,8.84068553022897,228.994770922932
28,0,0.0532464527541021,0.00673796178546525,0.979948832628786,9.64541524519105,220.55486739785
29,0,0.175313475565962,0.27613507215182,1.12200781677675,6.73321744035768,183.010428253458
