"subjID","A","alpha","beta","gamma","tau","nLL"
1,0,0,0.00673795597277601,1.18853965618306,11.853584869073,228.380225983634
10,0,0,0.988106281668077,1.11834387546109,12.9054104809666,231.603683820688
100,1,0,2.32182976885679,2.38284047198923,54.598138380879,253.475413868311
101,1,0,0.648238621686918,1.63718858367715,54.5981498675983,282.971592139272
102,1,0,0.00673795819849722,0.715620164986698,8.31069382439272,254.868236227848
103,1,0,0.225275780489553,0.244609872298881,0.349300337669359,122.07727203519
105,1,0,0.131322939658782,0.709683627075741,3.61767810828248,185.04460560722
106,1,0,0.20728786586049,0.914000451617569,4.80919501418064,168.920859239874
107,1,0,0.197830310785216,0.862231664952217,7.46884225292006,236.51660477741
11,0,0,0.00673795020901864,0.944744486843897,6.32951475188308,201.51546164391
12,0,0,0.264702393737535,1.57316876707055,16.891086280775,244.403707981457
13,0,0,0.00673795928134074,1.22076446624883,9.44977254998546,216.316265199332
14,0,0,0.244118033111093,0.680996149265448,6.46457771292092,237.36901014754
15,0,0,0.192271471028793,0.946628724027203,5.24853885592103,185.974596984709
16,0,0,0.299087271660423,0.94203691659685,5.88223506206454,188.96867905249
17,0,0,0.00673794744715536,1.09814105592001,7.34451780803038,188.057996088725
18,0,0,0.253625780114746,1.11731751777002,12.0736287875124,246.927355698721
19,0,0,0.14978074648671,1.40189472487962,8.17352319882925,187.288053876392
2,0,0,0.328513008192466,0.813462337145735,6.7867794127535,228.526209590014
20,0,0,0.109763787774445,1.1039654761856,7.10043004335088,181.228654264617
21,0,0,0.00673794733018368,1.02951615037174,7.23801983664743,206.695651491918
22,0,0,0.211763483401333,1.07855305643044,9.4517409389479,246.171016989871
23,0,0,0.163409753199737,1.31399660349479,9.52190336872443,182.63700952398
24,0,0,0.00673794730108119,1.24811436260274,7.94351876714445,201.904941901429
25,0,0,0.439514854222883,0.546897768312903,4.92207421046583,202.592173862409
26,0,0,0.00673794830105368,0.780604296838943,7.91757222190075,238.870445612392
27,0,0,0.461771951034592,1.03095846550213,9.87584766954343,231.388579809461
28,0,0,0.024795876264308,1.00724578840463,8.39682550423099,226.771819184594
29,0,0,0.178285092183186,1.15171049086783,7.48115672046721,182.600061381995
3,0,0,0.00673795273627973,2.95471650113857,54.5981325089334,246.395183033076
30,0,0,0.00673794757496078,0.960357146837009,6.69618106031022,195.569756778174
31,0,0,0.30573606479457,1.3388644589136,9.33789255788145,232.397719811073
32,0,0,0.302619950569131,1.13004876971753,6.63010058064329,215.736705956682
33,0,0,0.695609140907145,1.52493969840243,8.60059188765808,217.424929443954
34,0,0,0.0362209365391547,1.34431414185971,4.56200437632356,112.312822959716
35,0,0,0.109750367947264,0.996986763659552,4.73915723022252,185.91622159387
36,0,0,1.40745775787361,1.4239745081776,15.5744151340919,228.163439361263
37,0,0,0.224232899723487,1.19704818760924,6.62443589354518,189.743660808812
38,0,0,0.322612472822899,1.16301848539637,9.63148958250891,226.366535070996
39,0,0,0.290951885345354,1.0218018976142,5.41845160311074,176.604085894145
4,0,0,0.0511148237653166,1.2613138118159,7.3993204194093,175.915507252725
40,0,0,0.965517598813386,1.19962758284531,21.6402469278668,267.380634180065
41,0,0,0.0772580994482003,1.09852347453771,4.96650284539508,139.524286348902
42,0,0,0.185861768518429,1.23848711322064,16.7410418412295,265.038840238768
43,0,0,0.00673794742784569,0.99694631052561,10.6567122041704,226.619208368482
