"subjID","A","alpha","beta","gamma","tau","nLL"
1,0,0.131817032690477,0.00673824379291911,1.20605123903046,11.9049157522938,226.255704315375
10,0,0.165160719409359,1.28015545967657,1.16097103526886,13.2846730537727,228.36774922071
100,1,0.220243928462151,4.49124446096583,1.99709947144642,54.5881541469194,248.188716916239
101,1,1.84856380259838,0.00674742067719965,0.00676648220071365,16.0459933170032,284.45974685799
102,1,0.647064157656049,0.00673805984266732,0.697084789944196,7.31631202494687,249.856400216021
103,1,0.359823383186959,0.0767113007544244,1.20248056565542,2.64947883041867,117.347938025181
105,1,0.354093552779162,0.254500806205573,0.859584368725243,3.98700286234243,179.966843698308
106,1,0.190453805853022,0.293502156994356,0.924585441345832,4.55592044476788,166.607555307551
107,1,0.00673802501718836,0.196187624309261,0.865036097135581,7.51803747327167,236.675473524166
11,0,0.163991095442299,0.0416770573960612,0.938861386095045,6.14626866007801,200.908543376629
12,0,0.035509247895032,0.285491469550402,1.57198852031884,16.8150629819341,244.308848030419
13,0,0.0350070737960755,0.00683222349502713,1.21528772654849,9.59062484877385,216.072952856463
14,0,0.0416228159905009,0.266934287919345,0.682385380368453,6.43401954455,237.177200917167
15,0,0.00673820677578757,0.192240407786131,0.946137420628964,5.26536902955926,186.163058436565
16,0,0.0178846497802702,0.310907865890512,0.941984677894324,5.8773408738366,188.917680184016
17,0,0.0753151535737096,0.00673799269376957,1.10006410521321,7.32667451378766,187.440547983383
18,0,0.116295132087424,0.356423172821102,1.13741267900168,12.2741403858275,245.77357413753
19,0,0.0432752343584108,0.159679977720985,1.41375756731378,8.25530642836991,187.051776826792
2,0,0.278749798858405,0.652575335012362,0.678308149755509,5.99451344376534,222.972222703649
20,0,0.127957323189121,0.166142322853059,1.11180898403538,6.94021017950472,179.226259110244
21,0,0.0491909905636241,0.00673795229613054,1.0344018363826,6.9790083636912,206.086347862255
22,0,0.120023931827623,0.260218620190491,1.08937423625176,9.62461498634603,245.32009555987
23,0,0.0933929533842926,0.199783464873559,1.28793767172219,9.21519952424725,182.222243861029
24,0,0.0498299648789851,0.00673800654867875,1.25125323682571,7.82762436312268,201.279106535419
25,0,0.350176561396603,0.995603456215408,0.399057635316362,4.33804773368164,197.168979718217
26,0,0.040108160966759,0.00673803749511993,0.783887886069151,7.91778239112787,238.698547209258
27,0,0.00674797051156424,0.468302356512237,1.03041607287437,9.87351939382742,231.386444346044
28,0,0.0437965183918569,0.00826252677673638,1.02504713798949,8.52337455275327,226.521172572815
29,0,0.21003444498097,0.227158213316834,1.12164506891438,7.04844704923766,177.444859379534
3,0,0.168381323826401,0.00673826743429517,2.97546468007031,54.3307975608653,244.605198605419
30,0,0.006738594615117,0.0067379761150088,0.961867704261239,6.72109859258567,195.635233335995
31,0,0.00673884627608715,0.307640206909216,1.33571772522509,9.35379864005602,232.544764256713
32,0,0.0523827653860003,0.322464300651156,1.11886279069675,6.67623860838788,215.342558849426
33,0,0.00673799083989944,0.70436277573359,1.52791713536722,8.66441712752465,217.625873444738
34,0,0.0913215590283186,0.0264051767360121,1.33159906314301,4.51613221632936,111.372811035589
35,0,0.00673832903674034,0.11130280927714,0.997128687777822,4.74606995386245,185.996305198788
36,0,0.00673879258606572,1.42973001541596,1.42192567549955,15.6576243807288,228.335184538988
37,0,0.187827399563427,0.272242482133323,1.105943340621,5.70845468382965,181.552403960039
38,0,0.00673797435115891,0.326111843005411,1.16159493649839,9.66394557758649,226.562847015367
39,0,0.0296722580869514,0.308692391475046,1.01298962886342,5.40811878911007,176.443102996409
4,0,0.00673828286951919,0.0456499466391885,1.25939434224152,7.45881534179116,176.296428059041
40,0,0.0657143329810318,1.09673959180934,1.26034583838978,22.6898699376353,266.948720298573
41,0,0.0903265253947335,0.0855319917151929,1.1297563207286,5.09403289256912,138.410485721399
42,0,0.14998742555552,0.353509957552159,1.41517066783695,19.7646638683134,263.336349235217
43,0,0.0178317146441427,0.00673801631308953,0.995002321900719,10.6312705007673,226.603700574926
44,0,0.00673799117208262,0.46238556210372,1.09623073772363,6.0197133294253,189.582340448943
45,0,0.0425797172495806,0.121609895503128,1.66357688190637,9.67658958376843,154.454355859963
46,0,0.0067439704786572,4.00266687986886,1.3885184834862,54.5980535235122,256.564976694552
47,0,0.105396338483736,0.00673796065635996,1.41011142479142,12.3325910313647,211.342956391335
48,0,0.10719303648837,0.762284501659428,1.03177567111815,10.2587989589599,232.220510609592
49,0,0.00673995818951031,0.318072184426073,1.02232055402956,6.98771596860621,215.954636546211
5,0,0.0583936850846209,0.0538975600805223,1.25589515577483,5.65770428921946,157.141831924923
50,0,0.0371139376112085,0.421268764284654,0.673729433643399,4.3120552948374,186.211870398874
51,1,0.219141515327519,0.611544729408452,0.786855042364183,2.44799098674577,175.257938290036
52,1,0.217993128743117,0.232376660420373,1.05579539059414,1.63957838831189,123.323203579255
53,1,0.127280775713799,0.00673794752066484,0.317679588723858,5.42536001241957,253.083172676944
54,1,0.438225220189256,0.00673874297187808,0.870572813660728,3.09010102867385,155.003735116306
55,1,0.130885484042352,0.260589869792757,1.95458687696008,3.50657278250621,75.1375467724678
56,1,0.589903373622903,0.418562944900688,0.963002369507048,2.94584897229618,143.969770256953
57,1,0.290213165277557,0.71533650773774,1.06200973254015,2.93629093392114,152.778015083721
58,1,0.370365728341739,0.00673823081918894,0.907710856247383,4.54750855447624,163.661191734901
59,1,4.57562471498954,0.00673852485479691,0.118304872015686,9.15986817326394,278.439779377525
6,0,0.00673794952591378,0.106370232885145,0.865195943949078,2.23740656779002,90.8317804593426
60,1,0.176723514819562,0.350160975999089,1.60745554325838,5.3548023592746,148.656964657424
