"subjID","H","B","A","v","walk_no","path_leaf","reward","path_dist","mean","median","sd","best_leaf","best_reward","worst_leaf","worst_reward"
1,2,2,0,9,1,2,39,NA,37,37,2.82842712474619,2,39,3,35
1,2,2,0,9,2,3,34,1,37,37,2.82842712474619,2,39,3,35
1,2,2,0,9,3,2,37,1,37,37,2.82842712474619,2,39,3,35
1,2,2,0,9,4,2,40,0,37,37,2.82842712474619,2,39,3,35
1,2,2,0,9,5,3,34,1,37,37,2.82842712474619,2,39,3,35
1,2,2,0,9,6,2,36,1,37,37,2.82842712474619,2,39,3,35
1,2,2,0,9,7,3,39,1,37,37,2.82842712474619,2,39,3,35
1,2,2,0,9,8,3,36,0,37,37,2.82842712474619,2,39,3,35
1,2,2,0,9,9,3,31,0,37,37,2.82842712474619,2,39,3,35
1,2,2,0,9,10,2,36,1,37,37,2.82842712474619,2,39,3,35
1,2,2,0,9,11,2,39,0,37,37,2.82842712474619,2,39,3,35
1,2,2,0,9,12,3,35,1,37,37,2.82842712474619,2,39,3,35
1,2,2,0,9,13,2,37,1,37,37,2.82842712474619,2,39,3,35
1,2,2,0,9,14,2,38,0,37,37,2.82842712474619,2,39,3,35
1,2,2,0,9,15,2,41,0,37,37,2.82842712474619,2,39,3,35
1,2,3,0,3,1,2,51,NA,55.6666666666667,52,10.9696551146029,4,68,2,47
1,2,3,0,3,2,4,49,2,55.6666666666667,52,10.9696551146029,4,68,2,47
1,2,3,0,3,3,3,68,1,55.6666666666667,52,10.9696551146029,4,68,2,47
1,2,3,0,3,4,4,49,1,55.6666666666667,52,10.9696551146029,4,68,2,47
1,2,3,0,3,5,3,67,1,55.6666666666667,52,10.9696551146029,4,68,2,47
1,2,3,0,3,6,3,66,0,55.6666666666667,52,10.9696551146029,4,68,2,47
1,2,3,0,3,7,3,67,0,55.6666666666667,52,10.9696551146029,4,68,2,47
1,2,3,0,3,8,3,68,0,55.6666666666667,52,10.9696551146029,4,68,2,47
1,2,3,0,3,9,3,70,0,55.6666666666667,52,10.9696551146029,4,68,2,47
1,2,3,0,3,10,3,70,0,55.6666666666667,52,10.9696551146029,4,68,2,47
1,2,3,0,3,11,2,51,1,55.6666666666667,52,10.9696551146029,4,68,2,47
1,2,3,0,3,12,2,50,0,55.6666666666667,52,10.9696551146029,4,68,2,47
1,2,3,0,3,13,2,52,0,55.6666666666667,52,10.9696551146029,4,68,2,47
1,2,3,0,3,14,3,66,1,55.6666666666667,52,10.9696551146029,4,68,2,47
1,2,3,0,3,15,3,70,0,55.6666666666667,52,10.9696551146029,4,68,2,47
1,2,4,0,4,1,5,67,NA,58.5,58,7.04745817062199,2,66,4,52
1,2,4,0,4,2,5,66,0,58.5,58,7.04745817062199,2,66,4,52
1,2,4,0,4,3,5,62,0,58.5,58,7.04745817062199,2,66,4,52
1,2,4,0,4,4,5,67,0,58.5,58,7.04745817062199,2,66,4,52
1,2,4,0,4,5,4,49,1,58.5,58,7.04745817062199,2,66,4,52
1,2,4,0,4,6,3,54,1,58.5,58,7.04745817062199,2,66,4,52
1,2,4,0,4,7,5,67,2,58.5,58,7.04745817062199,2,66,4,52
1,2,4,0,4,8,5,67,0,58.5,58,7.04745817062199,2,66,4,52
1,2,4,0,4,9,4,50,1,58.5,58,7.04745817062199,2,66,4,52
1,2,4,0,4,10,5,67,1,58.5,58,7.04745817062199,2,66,4,52
1,2,4,0,4,11,5,68,0,58.5,58,7.04745817062199,2,66,4,52
1,2,4,0,4,12,3,51,2,58.5,58,7.04745817062199,2,66,4,52
1,2,4,0,4,13,2,65,1,58.5,58,7.04745817062199,2,66,4,52
1,2,4,0,4,14,5,64,3,58.5,58,7.04745817062199,2,66,4,52
1,2,4,0,4,15,2,62,3,58.5,58,7.04745817062199,2,66,4,52
1,3,2,0,4,1,5,147,NA,131.25,131,22.2317340754157,5,151,6,112
1,3,2,0,4,2,5,144,0,131.25,131,22.2317340754157,5,151,6,112
1,3,2,0,4,3,5,149,0,131.25,131,22.2317340754157,5,151,6,112
1,3,2,0,4,4,5,145,0,131.25,131,22.2317340754157,5,151,6,112
1,3,2,0,4,5,5,145,0,131.25,131,22.2317340754157,5,151,6,112
1,3,2,0,4,6,5,150,0,131.25,131,22.2317340754157,5,151,6,112
1,3,2,0,4,7,5,143,0,131.25,131,22.2317340754157,5,151,6,112
1,3,2,0,4,8,7,116,2,131.25,131,22.2317340754157,5,151,6,112
1,3,2,0,4,9,5,149,2,131.25,131,22.2317340754157,5,151,6,112
1,3,2,0,4,10,5,147,0,131.25,131,22.2317340754157,5,151,6,112
1,3,2,0,4,11,6,149,2,131.25,131,22.2317340754157,5,151,6,112
1,3,2,0,4,12,6,151,0,131.25,131,22.2317340754157,5,151,6,112
1,3,2,0,4,13,6,145,0,131.25,131,22.2317340754157,5,151,6,112
1,3,2,0,4,14,6,155,0,131.25,131,22.2317340754157,5,151,6,112
1,3,2,0,4,15,6,154,0,131.25,131,22.2317340754157,5,151,6,112
1,3,3,0,6,1,6,87,NA,100.555555555556,106,19.5263354928102,10,129,11,67
1,3,3,0,6,2,7,121,1,100.555555555556,106,19.5263354928102,10,129,11,67
1,3,3,0,6,3,13,98,6,100.555555555556,106,19.5263354928102,10,129,11,67
1,3,3,0,6,4,5,66,6,100.555555555556,106,19.5263354928102,10,129,11,67
1,3,3,0,6,5,12,109,6,100.555555555556,106,19.5263354928102,10,129,11,67
1,3,3,0,6,6,8,127,3,100.555555555556,106,19.5263354928102,10,129,11,67
1,3,3,0,6,7,8,125,0,100.555555555556,106,19.5263354928102,10,129,11,67
1,3,3,0,6,8,8,129,0,100.555555555556,106,19.5263354928102,10,129,11,67
1,3,3,0,6,9,7,115,3,100.555555555556,106,19.5263354928102,10,129,11,67
1,3,3,0,6,10,7,116,0,100.555555555556,106,19.5263354928102,10,129,11,67
1,3,3,0,6,11,7,118,0,100.555555555556,106,19.5263354928102,10,129,11,67
1,3,3,0,6,12,8,129,3,100.555555555556,106,19.5263354928102,10,129,11,67
1,3,3,0,6,13,13,95,3,100.555555555556,106,19.5263354928102,10,129,11,67
1,3,3,0,6,14,8,131,3,100.555555555556,106,19.5263354928102,10,129,11,67
1,3,3,0,6,15,8,127,0,100.555555555556,106,19.5263354928102,10,129,11,67
1,3,4,0,6,1,12,94,NA,94.1875,92,11.2973079389148,18,122,9,74
1,3,4,0,6,2,17,80,4,94.1875,92,11.2973079389148,18,122,9,74
1,3,4,0,6,3,20,118,4,94.1875,92,11.2973079389148,18,122,9,74
1,3,4,0,6,4,20,119,0,94.1875,92,11.2973079389148,18,122,9,74
1,3,4,0,6,5,16,81,4,94.1875,92,11.2973079389148,18,122,9,74
1,3,4,0,6,6,21,84,4,94.1875,92,11.2973079389148,18,122,9,74
1,3,4,0,6,7,18,99,3,94.1875,92,11.2973079389148,18,122,9,74
1,3,4,0,6,8,20,124,2,94.1875,92,11.2973079389148,18,122,9,74
1,3,4,0,6,9,14,105,4,94.1875,92,11.2973079389148,18,122,9,74
1,3,4,0,6,10,9,89,8,94.1875,92,11.2973079389148,18,122,9,74
1,3,4,0,6,11,15,98,8,94.1875,92,11.2973079389148,18,122,9,74
1,3,4,0,6,12,14,105,1,94.1875,92,11.2973079389148,18,122,9,74
1,3,4,0,6,13,19,95,4,94.1875,92,11.2973079389148,18,122,9,74
1,3,4,0,6,14,9,88,12,94.1875,92,11.2973079389148,18,122,9,74
1,3,4,0,6,15,17,77,8,94.1875,92,11.2973079389148,18,122,9,74
1,4,2,0,6,1,9,176,NA,152,150,19.7267041632113,11,176,8,116
1,4,2,0,6,2,11,137,2,152,150,19.7267041632113,11,176,8,116
1,4,2,0,6,3,9,176,2,152,150,19.7267041632113,11,176,8,116
1,4,2,0,6,4,9,179,0,152,150,19.7267041632113,11,176,8,116
1,4,2,0,6,5,9,176,0,152,150,19.7267041632113,11,176,8,116
1,4,2,0,6,6,9,181,0,152,150,19.7267041632113,11,176,8,116
1,4,2,0,6,7,9,180,0,152,150,19.7267041632113,11,176,8,116
1,4,2,0,6,8,13,175,4,152,150,19.7267041632113,11,176,8,116
1,4,2,0,6,9,13,175,0,152,150,19.7267041632113,11,176,8,116
1,4,2,0,6,10,13,180,0,152,150,19.7267041632113,11,176,8,116
1,4,2,0,6,11,8,167,4,152,150,19.7267041632113,11,176,8,116
1,4,2,0,6,12,13,175,4,152,150,19.7267041632113,11,176,8,116
1,4,2,0,6,13,9,182,4,152,150,19.7267041632113,11,176,8,116
1,4,2,0,6,14,9,174,0,152,150,19.7267041632113,11,176,8,116
1,4,2,0,6,15,10,145,2,152,150,19.7267041632113,11,176,8,116
1,4,3,0,2,1,30,128,NA,145.296296296296,147,16.1978507947928,17,169,26,100
1,4,3,0,2,2,19,145,9,145.296296296296,147,16.1978507947928,17,169,26,100
1,4,3,0,2,3,40,97,18,145.296296296296,147,16.1978507947928,17,169,26,100
1,4,3,0,2,4,29,165,9,145.296296296296,147,16.1978507947928,17,169,26,100
1,4,3,0,2,5,31,141,2,145.296296296296,147,16.1978507947928,17,169,26,100
1,4,3,0,2,6,24,141,6,145.296296296296,147,16.1978507947928,17,169,26,100
1,4,3,0,2,7,18,125,9,145.296296296296,147,16.1978507947928,17,169,26,100
1,4,3,0,2,8,15,132,3,145.296296296296,147,16.1978507947928,17,169,26,100
1,4,3,0,2,9,24,142,9,145.296296296296,147,16.1978507947928,17,169,26,100
1,4,3,0,2,10,35,164,9,145.296296296296,147,16.1978507947928,17,169,26,100
1,4,3,0,2,11,36,172,1,145.296296296296,147,16.1978507947928,17,169,26,100
1,4,3,0,2,12,36,174,0,145.296296296296,147,16.1978507947928,17,169,26,100
1,4,3,0,2,13,37,160,1,145.296296296296,147,16.1978507947928,17,169,26,100
1,4,3,0,2,14,17,150,18,145.296296296296,147,16.1978507947928,17,169,26,100
1,4,3,0,2,15,35,166,18,145.296296296296,147,16.1978507947928,17,169,26,100
1,4,4,0,2,1,80,142,NA,148.828125,144,19.9033814527574,79,197,22,116
1,4,4,0,2,2,55,144,16,148.828125,144,19.9033814527574,79,197,22,116
1,4,4,0,2,3,48,131,16,148.828125,144,19.9033814527574,79,197,22,116
1,4,4,0,2,4,52,136,4,148.828125,144,19.9033814527574,79,197,22,116
1,4,4,0,2,5,73,164,32,148.828125,144,19.9033814527574,79,197,22,116
1,4,4,0,2,6,77,121,4,148.828125,144,19.9033814527574,79,197,22,116
1,4,4,0,2,7,29,128,48,148.828125,144,19.9033814527574,79,197,22,116
1,4,4,0,2,8,46,142,16,148.828125,144,19.9033814527574,79,197,22,116
1,4,4,0,2,9,33,150,16,148.828125,144,19.9033814527574,79,197,22,116
1,4,4,0,2,10,31,145,2,148.828125,144,19.9033814527574,79,197,22,116
1,4,4,0,2,11,28,161,4,148.828125,144,19.9033814527574,79,197,22,116
1,4,4,0,2,12,74,132,48,148.828125,144,19.9033814527574,79,197,22,116
1,4,4,0,2,13,57,141,16,148.828125,144,19.9033814527574,79,197,22,116
1,4,4,0,2,14,27,134,32,148.828125,144,19.9033814527574,79,197,22,116
1,4,4,0,2,15,84,171,48,148.828125,144,19.9033814527574,79,197,22,116
2,2,2,0,1,1,2,51,NA,49,49,2.82842712474619,3,51,2,47
2,2,2,0,1,2,3,47,1,49,49,2.82842712474619,3,51,2,47
2,2,2,0,1,3,2,56,1,49,49,2.82842712474619,3,51,2,47
2,2,2,0,1,4,2,55,0,49,49,2.82842712474619,3,51,2,47
2,2,2,0,1,5,2,52,0,49,49,2.82842712474619,3,51,2,47
2,2,2,0,1,6,2,53,0,49,49,2.82842712474619,3,51,2,47
2,2,2,0,1,7,2,50,0,49,49,2.82842712474619,3,51,2,47
2,2,2,0,1,8,2,50,0,49,49,2.82842712474619,3,51,2,47
2,2,2,0,1,9,2,51,0,49,49,2.82842712474619,3,51,2,47
2,2,2,0,1,10,2,47,0,49,49,2.82842712474619,3,51,2,47
2,2,2,0,1,11,2,52,0,49,49,2.82842712474619,3,51,2,47
2,2,2,0,1,12,3,46,1,49,49,2.82842712474619,3,51,2,47
2,2,2,0,1,13,2,49,1,49,49,2.82842712474619,3,51,2,47
2,2,2,0,1,14,2,52,0,49,49,2.82842712474619,3,51,2,47
2,2,2,0,1,15,3,46,1,49,49,2.82842712474619,3,51,2,47
2,2,3,0,2,1,3,55,NA,51.6666666666667,52,1.52752523165195,2,53,4,50
2,2,3,0,2,2,2,50,1,51.6666666666667,52,1.52752523165195,2,53,4,50
2,2,3,0,2,3,4,50,2,51.6666666666667,52,1.52752523165195,2,53,4,50
2,2,3,0,2,4,3,53,1,51.6666666666667,52,1.52752523165195,2,53,4,50
2,2,3,0,2,5,3,56,0,51.6666666666667,52,1.52752523165195,2,53,4,50
2,2,3,0,2,6,4,53,1,51.6666666666667,52,1.52752523165195,2,53,4,50
2,2,3,0,2,7,3,54,1,51.6666666666667,52,1.52752523165195,2,53,4,50
2,2,3,0,2,8,4,49,1,51.6666666666667,52,1.52752523165195,2,53,4,50
2,2,3,0,2,9,3,55,1,51.6666666666667,52,1.52752523165195,2,53,4,50
2,2,3,0,2,10,3,52,0,51.6666666666667,52,1.52752523165195,2,53,4,50
2,2,3,0,2,11,3,52,0,51.6666666666667,52,1.52752523165195,2,53,4,50
2,2,3,0,2,12,3,53,0,51.6666666666667,52,1.52752523165195,2,53,4,50
2,2,3,0,2,13,3,54,0,51.6666666666667,52,1.52752523165195,2,53,4,50
2,2,3,0,2,14,4,53,1,51.6666666666667,52,1.52752523165195,2,53,4,50
2,2,3,0,2,15,4,51,0,51.6666666666667,52,1.52752523165195,2,53,4,50
2,2,4,0,7,1,4,78,NA,69.25,71,11.1766124861993,4,80,2,55
2,2,4,0,7,2,5,54,1,69.25,71,11.1766124861993,4,80,2,55
2,2,4,0,7,3,4,79,1,69.25,71,11.1766124861993,4,80,2,55
2,2,4,0,7,4,3,67,1,69.25,71,11.1766124861993,4,80,2,55
2,2,4,0,7,5,2,81,1,69.25,71,11.1766124861993,4,80,2,55
2,2,4,0,7,6,4,79,2,69.25,71,11.1766124861993,4,80,2,55
2,2,4,0,7,7,2,81,2,69.25,71,11.1766124861993,4,80,2,55
2,2,4,0,7,8,4,76,2,69.25,71,11.1766124861993,4,80,2,55
2,2,4,0,7,9,2,79,2,69.25,71,11.1766124861993,4,80,2,55
2,2,4,0,7,10,2,84,0,69.25,71,11.1766124861993,4,80,2,55
2,2,4,0,7,11,2,77,0,69.25,71,11.1766124861993,4,80,2,55
2,2,4,0,7,12,4,77,2,69.25,71,11.1766124861993,4,80,2,55
2,2,4,0,7,13,4,77,0,69.25,71,11.1766124861993,4,80,2,55
2,2,4,0,7,14,4,75,0,69.25,71,11.1766124861993,4,80,2,55
2,2,4,0,7,15,2,80,2,69.25,71,11.1766124861993,4,80,2,55
2,3,2,0,6,1,4,61,NA,62.75,63,7.36545993132812,6,71,4,54
2,3,2,0,6,2,6,58,2,62.75,63,7.36545993132812,6,71,4,54
2,3,2,0,6,3,5,66,2,62.75,63,7.36545993132812,6,71,4,54
2,3,2,0,6,4,7,70,2,62.75,63,7.36545993132812,6,71,4,54
2,3,2,0,6,5,5,68,2,62.75,63,7.36545993132812,6,71,4,54
2,3,2,0,6,6,7,69,2,62.75,63,7.36545993132812,6,71,4,54
2,3,2,0,6,7,5,67,2,62.75,63,7.36545993132812,6,71,4,54
2,3,2,0,6,8,5,67,0,62.75,63,7.36545993132812,6,71,4,54
2,3,2,0,6,9,6,61,2,62.75,63,7.36545993132812,6,71,4,54
2,3,2,0,6,10,5,66,2,62.75,63,7.36545993132812,6,71,4,54
2,3,2,0,6,11,7,73,2,62.75,63,7.36545993132812,6,71,4,54
2,3,2,0,6,12,7,69,0,62.75,63,7.36545993132812,6,71,4,54
2,3,2,0,6,13,6,57,1,62.75,63,7.36545993132812,6,71,4,54
2,3,2,0,6,14,7,74,1,62.75,63,7.36545993132812,6,71,4,54
2,3,2,0,6,15,7,70,0,62.75,63,7.36545993132812,6,71,4,54
2,3,3,0,4,1,6,116,NA,101,100,16.8300326797068,11,123,10,83
2,3,3,0,4,2,10,78,3,101,100,16.8300326797068,11,123,10,83
2,3,3,0,4,3,5,125,3,101,100,16.8300326797068,11,123,10,83
2,3,3,0,4,4,7,95,2,101,100,16.8300326797068,11,123,10,83
2,3,3,0,4,5,5,120,2,101,100,16.8300326797068,11,123,10,83
2,3,3,0,4,6,5,125,0,101,100,16.8300326797068,11,123,10,83
2,3,3,0,4,7,11,97,6,101,100,16.8300326797068,11,123,10,83
2,3,3,0,4,8,5,122,6,101,100,16.8300326797068,11,123,10,83
2,3,3,0,4,9,6,116,1,101,100,16.8300326797068,11,123,10,83
2,3,3,0,4,10,6,122,0,101,100,16.8300326797068,11,123,10,83
2,3,3,0,4,11,6,124,0,101,100,16.8300326797068,11,123,10,83
2,3,3,0,4,12,5,121,1,101,100,16.8300326797068,11,123,10,83
2,3,3,0,4,13,5,124,0,101,100,16.8300326797068,11,123,10,83
2,3,3,0,4,14,5,124,0,101,100,16.8300326797068,11,123,10,83
2,3,3,0,4,15,6,126,1,101,100,16.8300326797068,11,123,10,83
2,3,4,0,8,1,6,103,NA,103.625,106.5,12.6484518156703,20,120,9,85
2,3,4,0,8,2,16,105,8,103.625,106.5,12.6484518156703,20,120,9,85
2,3,4,0,8,3,20,128,4,103.625,106.5,12.6484518156703,20,120,9,85
2,3,4,0,8,4,14,84,4,103.625,106.5,12.6484518156703,20,120,9,85
2,3,4,0,8,5,17,112,3,103.625,106.5,12.6484518156703,20,120,9,85
2,3,4,0,8,6,10,92,4,103.625,106.5,12.6484518156703,20,120,9,85
2,3,4,0,8,7,12,89,2,103.625,106.5,12.6484518156703,20,120,9,85
2,3,4,0,8,8,15,121,4,103.625,106.5,12.6484518156703,20,120,9,85
2,3,4,0,8,9,6,105,8,103.625,106.5,12.6484518156703,20,120,9,85
2,3,4,0,8,10,6,108,0,103.625,106.5,12.6484518156703,20,120,9,85
2,3,4,0,8,11,17,117,8,103.625,106.5,12.6484518156703,20,120,9,85
2,3,4,0,8,12,20,121,4,103.625,106.5,12.6484518156703,20,120,9,85
2,3,4,0,8,13,18,112,2,103.625,106.5,12.6484518156703,20,120,9,85
2,3,4,0,8,14,17,112,4,103.625,106.5,12.6484518156703,20,120,9,85
2,3,4,0,8,15,15,119,2,103.625,106.5,12.6484518156703,20,120,9,85
2,4,2,0,6,1,10,139,NA,152,150,19.7267041632113,11,176,8,116
2,4,2,0,6,2,14,151,4,152,150,19.7267041632113,11,176,8,116
2,4,2,0,6,3,9,177,4,152,150,19.7267041632113,11,176,8,116
2,4,2,0,6,4,11,135,2,152,150,19.7267041632113,11,176,8,116
2,4,2,0,6,5,9,179,2,152,150,19.7267041632113,11,176,8,116
2,4,2,0,6,6,8,161,1,152,150,19.7267041632113,11,176,8,116
