"name","reward","parent"
1,52,
2,54,1
6,63,2
22,68,6
23,64,6
24,64,6
25,65,6
7,59,2
26,52,7
27,61,7
28,67,7
29,62,7
8,51,2
30,58,8
31,53,8
32,54,8
33,34,8
9,49,2
34,60,9
35,50,9
36,45,9
37,41,9
3,50,1
10,44,3
38,32,10
39,39,10
40,51,10
41,46,10
11,46,3
42,53,11
43,55,11
44,45,11
45,34,11
12,45,3
46,56,12
47,53,12
48,41,12
49,27,12
13,45,3
50,41,13
51,44,13
52,45,13
53,38,13
4,51,1
14,39,4
54,27,14
55,33,14
56,38,14
57,31,14
15,52,4
58,73,15
59,53,15
60,43,15
61,43,15
16,59,4
62,61,16
63,70,16
64,61,16
65,63,16
17,53,4
66,52,17
67,49,17
68,54,17
69,62,17
5,48,1
18,31,5
70,30,18
71,19,18
72,21,18
73,33,18
19,38,5
74,36,19
75,33,19
76,36,19
77,30,19
20,53,5
78,55,20
79,57,20
80,56,20
81,50,20
21,58,5
82,64,21
83,62,21
84,58,21
85,57,21
