"name","reward","parent"
1,39,
2,57,1
6,52,2
22,36,6
23,49,6
24,38,6
25,40,6
7,67,2
26,22,7
27,33,7
28,49,7
29,28,7
8,44,2
30,39,8
31,58,8
32,45,8
33,81,8
9,66,2
34,29,9
35,32,9
36,8,9
37,35,9
3,50,1
10,70,3
38,13,10
39,51,10
40,66,10
41,15,10
11,47,3
42,49,11
43,83,11
44,72,11
45,48,11
12,36,3
46,82,12
47,68,12
48,43,12
49,92,12
13,54,3
50,61,13
51,32,13
52,90,13
53,31,13
4,51,1
14,45,4
54,71,14
55,60,14
56,74,14
57,77,14
15,52,4
58,51,15
59,48,15
60,28,15
61,78,15
16,62,4
62,41,16
63,42,16
64,45,16
65,59,16
17,51,4
66,66,17
67,87,17
68,73,17
69,82,17
5,54,1
18,54,5
70,75,18
71,39,18
72,63,18
73,86,18
19,62,5
74,73,19
75,39,19
76,37,19
77,48,19
20,49,5
78,38,20
79,35,20
80,44,20
81,72,20
21,33,5
82,92,21
83,92,21
84,87,21
85,76,21
