"name","reward","parent"
1,65,
2,54,1
6,39,2
22,39,6
23,40,6
24,31,6
25,21,6
7,46,2
26,35,7
27,45,7
28,43,7
29,43,7
8,54,2
30,62,8
31,69,8
32,57,8
33,40,8
9,47,2
34,38,9
35,40,9
36,46,9
37,48,9
3,57,1
10,47,3
38,51,10
39,42,10
40,36,10
41,44,10
11,49,3
42,46,11
43,42,11
44,37,11
45,56,11
12,55,3
46,43,12
47,49,12
48,62,12
49,63,12
13,58,3
50,47,13
51,64,13
52,63,13
53,57,13
4,59,1
14,54,4
54,53,14
55,55,14
56,44,14
57,46,14
15,64,4
58,74,15
59,70,15
60,68,15
61,66,15
16,51,4
62,37,16
63,43,16
64,49,16
65,59,16
17,45,4
66,51,17
67,43,17
68,40,17
69,37,17
5,64,1
18,56,5
70,57,18
71,54,18
72,57,18
73,43,18
19,61,5
74,50,19
75,60,19
76,71,19
77,58,19
20,65,5
78,55,20
79,64,20
80,74,20
81,70,20
21,64,5
82,57,21
83,60,21
84,60,21
85,65,21
