"name","reward","parent"
1,54,
2,55,1
6,66,2
22,70,6
23,63,6
24,62,6
25,73,6
7,57,2
26,57,7
27,62,7
28,56,7
29,53,7
8,44,2
30,25,8
31,33,8
32,38,8
33,51,8
9,48,2
34,35,9
35,49,9
36,51,9
37,53,9
3,51,1
10,45,3
38,40,10
39,38,10
40,42,10
41,57,10
11,40,3
42,21,11
43,29,11
44,39,11
45,46,11
12,49,3
46,46,12
47,39,12
48,50,12
49,55,12
13,61,3
50,54,13
51,59,13
52,72,13
53,81,13
4,50,1
14,38,4
54,21,14
55,30,14
56,36,14
57,44,14
15,53,4
58,52,15
59,56,15
60,66,15
61,62,15
16,42,4
62,33,16
63,35,16
64,38,16
65,25,16
17,57,4
66,63,17
67,63,17
68,55,17
69,64,17
5,49,1
18,37,5
70,27,18
71,29,18
72,40,18
73,33,18
19,40,5
74,35,19
75,36,19
76,36,19
77,40,19
20,53,5
78,50,20
79,58,20
80,66,20
81,60,20
21,51,5
82,58,21
83,50,21
84,48,21
85,46,21
