"name","reward","parent"
1,56,
2,70,1
6,59,2
22,46,6
23,37,6
24,12,6
25,26,6
7,42,2
26,65,7
27,36,7
28,62,7
29,42,7
8,50,2
30,57,8
31,33,8
32,21,8
33,37,8
9,65,2
34,67,9
35,64,9
36,50,9
37,62,9
3,47,1
10,43,3
38,68,10
39,42,10
40,88,10
41,89,10
11,63,3
42,82,11
43,34,11
44,14,11
45,51,11
12,47,3
46,47,12
47,80,12
48,89,12
49,88,12
13,67,3
50,73,13
51,28,13
52,63,13
53,45,13
4,73,1
14,51,4
54,41,14
55,15,14
56,20,14
57,25,14
15,27,4
58,56,15
59,92,15
60,73,15
61,69,15
16,58,4
62,12,16
63,16,16
64,8,16
65,18,16
17,38,4
66,50,17
67,35,17
68,80,17
69,56,17
5,44,1
18,48,5
70,83,18
71,56,18
72,71,18
73,92,18
19,48,5
74,92,19
75,56,19
76,92,19
77,56,19
20,44,5
78,67,20
79,56,20
80,48,20
81,83,20
21,47,5
82,73,21
83,24,21
84,92,21
85,92,21
