"name","reward","parent"
1,52,
2,54,1
6,53,2
22,44,6
23,48,6
24,55,6
25,64,6
7,57,2
26,65,7
27,51,7
28,60,7
29,67,7
8,48,2
30,46,8
31,39,8
32,39,8
33,46,8
9,50,2
34,36,9
35,44,9
36,61,9
37,54,9
3,54,1
10,48,3
38,44,10
39,43,10
40,40,10
41,38,10
11,63,3
42,76,11
43,74,11
44,64,11
45,62,11
12,55,3
46,62,12
47,55,12
48,44,12
49,56,12
13,44,3
50,42,13
51,34,13
52,37,13
53,36,13
4,54,1
14,68,4
54,67,14
55,76,14
56,77,14
57,78,14
15,56,4
58,65,15
59,60,15
60,52,15
61,45,15
16,50,4
62,59,16
63,47,16
64,41,16
65,43,16
17,53,4
66,46,17
67,55,17
68,62,17
69,55,17
5,47,1
18,56,5
70,49,18
71,53,18
72,61,18
73,76,18
19,45,5
74,40,19
75,40,19
76,48,19
77,48,19
20,45,5
78,34,20
79,46,20
80,57,20
81,54,20
21,44,5
82,55,21
83,44,21
84,40,21
85,44,21
