"name","reward","parent"
1,64,
2,50,1
6,45,2
22,75,6
23,62,6
24,45,6
25,65,6
7,51,2
26,64,7
27,45,7
28,51,7
29,39,7
8,56,2
30,46,8
31,51,8
32,61,8
33,37,8
9,49,2
34,67,9
35,49,9
36,44,9
37,70,9
3,66,1
10,49,3
38,53,10
39,45,10
40,24,10
41,18,10
11,61,3
42,23,11
43,11,11
44,12,11
45,18,11
12,55,3
46,13,12
47,47,12
48,49,12
49,34,12
13,35,3
50,30,13
51,40,13
52,42,13
53,28,13
4,41,1
14,49,4
54,64,14
55,66,14
56,52,14
57,53,14
15,79,4
58,39,15
59,23,15
60,17,15
61,37,15
16,55,4
62,38,16
63,51,16
64,43,16
65,17,16
17,78,4
66,45,17
67,55,17
68,21,17
69,16,17
5,49,1
18,57,5
70,29,18
71,64,18
72,30,18
73,58,18
19,59,5
74,44,19
75,29,19
76,10,19
77,41,19
20,44,5
78,18,20
79,28,20
80,41,20
81,54,20
21,38,5
82,50,21
83,92,21
84,37,21
85,80,21
