"name","reward","parent"
1,46,
2,46,1
6,47,2
22,45,6
23,42,6
24,46,6
25,53,6
7,44,2
26,23,7
27,31,7
28,53,7
29,62,7
8,44,2
30,46,8
31,39,8
32,43,8
33,41,8
9,50,2
34,51,9
35,59,9
36,54,9
37,46,9
3,50,1
10,57,3
38,57,10
39,62,10
40,60,10
41,62,10
11,54,3
42,45,11
43,62,11
44,61,11
45,52,11
12,51,3
46,45,12
47,41,12
48,56,12
49,67,12
13,48,3
50,44,13
51,45,13
52,51,13
53,48,13
4,49,1
14,51,4
54,55,14
55,53,14
56,41,14
57,41,14
15,59,4
58,61,15
59,63,15
60,67,15
61,76,15
16,46,4
62,42,16
63,40,16
64,47,16
65,44,16
17,39,4
66,23,17
67,31,17
68,37,17
69,48,17
5,50,1
18,45,5
70,39,18
71,42,18
72,44,18
73,49,18
19,49,5
74,66,19
75,53,19
76,39,19
77,34,19
20,56,5
78,65,20
79,61,20
80,55,20
81,54,20
21,52,5
82,38,21
83,54,21
84,56,21
85,58,21
